Index,targetWord,Sentence A,Sentence B,Answer
        Sentence B: : Alex is a 9-year-old boy brought to you, his primary care provider, for a ""fifth opinion."" You have cared for Alex since he was adopted from a Romanian orphanage at 3 years of age. He has been physically healthy with normal growth parameters and no evidence of fetal alcohol syndrome. Alex has long-standing history of social difficulties, impulsivity, lying, controlling, manipulative behaviors, violent outbursts at home with subsequent lack of remorse, and excessive chatter. You referred Alex to an interdisciplinary child development clinic 2 years ago, where he was diagnosed with reactive attachment disorder (RAD) and attention deficit hyperactivity disorder (ADHD). He was noted to have normal cognitive and language skills. Attachment therapy, stimulant therapy, and school accommodations for ADHD were recommended.Alex received some individual counseling with the school psychologist for a year after the first evaluation, with little improvement in core behaviors. The following year, Alex established care with a psychiatrist and a private counselor. The psychiatrist prescribed a succession of stimulants, each of which worked for only a short time and then had waning effect. The counselor worked with Alex and his parents on managing Alex's behavior, which the family reports has been somewhat helpful.Alex's parents express great frustration and sadness that parenting Alex has been such an ongoing struggle since he was adopted. They note that Alex is superficially friendly, chatty, and charming, with everyone he encounters, including strangers, but he never progresses past such superficial interaction, even with his adoptive parents. The parents express that they are deeply wounded that Alex is not more loving and is not more appreciative of the fact that they rescued him from the orphanage.His parents asked his pediatric clinician about Autism as they observe Alex's lack of real affection and social connection with parents or peers. They also note that Alex has difficulty verbalizing his feelings and that he lies frequently, chatters tangentially, and he can watch the Discovery channel for hours. A neurologist, to whom Alex was referred to evaluate staring spells, reassured the family that the spells did not seem to be epilepsy and also diagnosed Alex with ""Asperger's syndrome."" The school psychologist, after 2 years of equivocation, recently made Alex eligible for autism spectrum services.During the interview and examination, Alex is funny, friendly, and a bit silly. He uses normal eye contact, seems to enjoy the neuromotor examination, and is eager to show you his cool, new handshake. He engages in easy banter, using normal vernacular and prosody. After the visit, you call the therapist to express your opinion that the RAD diagnosis is valid after all and to ask whether the family is engaged in attachment therapy. The therapist refutes the RAD diagnosis, endorsing Asperger's syndrome (AS) instead and notes that Alex is making good progress in school and in therapy, where he is learning pragmatic skills and basic social skills with the use of social stories.Where do you head next?

        ###Answer
         Label: Changed
         Reasoning:
         In Sentence A, Asperger syndrome (AS) is described as a mild variant of autism, with the author suggesting that it may be associated with fewer obstetric insults compared to autism. The author also mentions that individuals with AS have a trend toward lower Apgar scores and are more likely to have been born to mothers outside the optimal age group. In Sentence B, the author describes a child named Alex who has been diagnosed with reactive attachment disorder (RAD) and attention deficit hyperactivity disorder (ADHD), and the author suggests that Alex may have Asperger's syndrome (AS). The author highlights Alex's social difficulties, impulsivity, lying, controlling, manipulative behaviors, and violent outbursts.
         In Sentence A, the author uses the term ""Asperger syndrome"" to refer to a specific medical condition, while in Sentence B, the author uses the term ""Asperger's syndrome"" to refer to a broader set of symptoms and behaviors. Additionally, in Sentence A, the author implies that AS is a distinct medical condition that can be differentiated from autism, while in Sentence B, the author suggests that AS may be a valid diagnosis for a child who exhibits certain social and behavioral difficulties.
         Overall, the usage of the term ""Asperger's syndrome"" has shifted between the two sentences, with the author in Sentence B using it to refer to a broader set of symptoms and behaviors, rather than a specific medical condition. Therefore, the label ""Changed"" is appropriate."
67,Asperger,"The author describes some aspects of a once-weekly psychoanalytic psychotherapy of a 12-year-old boy diagnosed with Asperger's syndrome. The patient's emotional and cognitive development had been impaired since early life, possibly due to an internal deficit and to the likelihood of inadequate environmental holding. He was unaware of having difficulties but was underachieving academically, was socially isolated and often visibly unhappy in his life. The patient's denial, splitting, and projection of emotion and insight presented the therapist with the difficult task of how to reach him. In order to communicate with him emotionally, the therapist created a modified technique which reflected the patient's development from part-object to whole-object relationships. This development became apparent in the sessions and was interpreted in the transference relationship. An account of the patient's early years was pieced together from a detailed commentary of what was being observed and intuited by the therapist during the sessions, as well as by an understanding of the countertransference. By the end of two years' treatment, the patient's sensitivity and creativity, which had been buried beneath a self-sufficient, autistic-like encapsulation, finally began to emerge in his communications with his therapist.","A 6-year-old boy had progressive muscle weakness since age 4 and emotional problems diagnosed as Asperger syndrome. His mother and two older siblings are in good health and there is no family history of neuromuscular disorders. Muscle biopsy showed ragged-red and cytochrome coxidase (COX)-negative fibers. Respiratory chain activities were reduced for all enzymes containing mtDNA-encoded subunits, especially COX. Sequence analysis of the 22 tRNA genes revealed a novel G10406A base substitution, which was heteroplasmic in multiple tissues of the patient by RFLP analysis (muscle, 96%; urinary sediment, 94%; cheek mucosa, 36%; blood, 29%). The mutation was not detected in any accessible tissues from his mother or siblings. It appears that this mutation arose de novo in the proband, probably early in embryogenesis.","###Task: Identify semantic drift in a target word by comparing its usage in two sentences from different time periods.

        ###Instructions:
        You will be given a target word and two sentences containing that word, each from a different timestamp (e.g., Sentence A from 2000 and Sentence B from 2020).
        Analyze the context and meaning of the target word in each sentence.
        Determine if the target word has undergone a significant change in meaning or connotation between the two timestamps.
        Provide a label indicating whether semantic drift has occurred: ""Changed"" if the meaning has significantly shifted, or ""Unchanged"" if the meaning remains similar.
        Briefly explain your reasoning for the label.

        ###Data to be labelled:
        Target word: Asperger
        Sentence A: The author describes some aspects of a once-weekly psychoanalytic psychotherapy of a 12-year-old boy diagnosed with Asperger's syndrome. The patient's emotional and cognitive development had been impaired since early life, possibly due to an internal deficit and to the likelihood of inadequate environmental holding. He was unaware of having difficulties but was underachieving academically, was socially isolated and often visibly unhappy in his life. The patient's denial, splitting, and projection of emotion and insight presented the therapist with the difficult task of how to reach him. In order to communicate with him emotionally, the therapist created a modified technique which reflected the patient's development from part-object to whole-object relationships. This development became apparent in the sessions and was interpreted in the transference relationship. An account of the patient's early years was pieced together from a detailed commentary of what was being observed and intuited by the therapist during the sessions, as well as by an understanding of the countertransference. By the end of two years' treatment, the patient's sensitivity and creativity, which had been buried beneath a self-sufficient, autistic-like encapsulation, finally began to emerge in his communications with his therapist.
        Sentence B: A 6-year-old boy had progressive muscle weakness since age 4 and emotional problems diagnosed as Asperger syndrome. His mother and two older siblings are in good health and there is no family history of neuromuscular disorders. Muscle biopsy showed ragged-red and cytochrome coxidase (COX)-negative fibers. Respiratory chain activities were reduced for all enzymes containing mtDNA-encoded subunits, especially COX. Sequence analysis of the 22 tRNA genes revealed a novel G10406A base substitution, which was heteroplasmic in multiple tissues of the patient by RFLP analysis (muscle, 96%; urinary sediment, 94%; cheek mucosa, 36%; blood, 29%). The mutation was not detected in any accessible tissues from his mother or siblings. It appears that this mutation arose de novo in the proband, probably early in embryogenesis.

        ###Answer
        
        Label: Changed
        Reasoning:
        In Sentence A, the term ""Asperger's syndrome"" refers to a psychiatric disorder characterized by difficulties with social interaction and communication, and repetitive behaviors or interests. The therapist is using a modified technique to communicate with the patient emotionally and help him develop from part-object to whole-object relationships. In Sentence B, the term ""Asperger syndrome"" refers to a genetic disorder caused by a novel G10406A base substitution in the mtDNA, leading to progressive muscle weakness and emotional problems. This shift in meaning from a psychiatric disorder to a genetic disorder represents a significant change in the connotation of the term ""Asperger syndrome"" between the two timestamps. Therefore, the label ""Changed"" is appropriate."
68,Asperger,"Asperger syndrome is an autistic disorder which was first described in 1944 without further acceptance in the literature over almost four decades. Following several publications in the ""80's, the disorder became more widely known. Asperger syndrome was introduced into ICD-10 and DSM-IV as a new diagnosis in 1988 and 1994, respectively. Several authors developed own criteria. Until now, some of the diagnostic criteria of Asperger syndrome remain controversial. We present a survey and a comparison of the criteria in the classification of DSM-IV, ICD-10 and of other authors. Six criteria are widely accepted, but there are divergent opinions about the criteria ""intelligence"" and ""speech development"".","This article discusses the meaning and philosophical basis of disability discrimination in health care. It focuses on aspects of language that influence discourse about disability and affect the experiences of people with disabilities. Reference is made to the experiences of those who have an autism spectrum condition, with a specific focus on three NHS employees with Asperger syndrome, in relation to disability discrimination. The implications for nurses and nursing are discussed. Recommendations are made for awareness raising and training. ","###Task: Identify semantic drift in a target word by comparing its usage in two sentences from different time periods.

        ###Instructions:
        You will be given a target word and two sentences containing that word, each from a different timestamp (e.g., Sentence A from 2000 and Sentence B from 2020).
        Analyze the context and meaning of the target word in each sentence.
        Determine if the target word has undergone a significant change in meaning or connotation between the two timestamps.
        Provide a label indicating whether semantic drift has occurred: ""Changed"" if the meaning has significantly shifted, or ""Unchanged"" if the meaning remains similar.
        Briefly explain your reasoning for the label.

        ###Data to be labelled:
        Target word: Asperger
        Sentence A: Asperger syndrome is an autistic disorder which was first described in 1944 without further acceptance in the literature over almost four decades. Following several publications in the ""80's, the disorder became more widely known. Asperger syndrome was introduced into ICD-10 and DSM-IV as a new diagnosis in 1988 and 1994, respectively. Several authors developed own criteria. Until now, some of the diagnostic criteria of Asperger syndrome remain controversial. We present a survey and a comparison of the criteria in the classification of DSM-IV, ICD-10 and of other authors. Six criteria are widely accepted, but there are divergent opinions about the criteria ""intelligence"" and ""speech development"".
        Sentence B: This article discusses the meaning and philosophical basis of disability discrimination in health care. It focuses on aspects of language that influence discourse about disability and affect the experiences of people with disabilities. Reference is made to the experiences of those who have an autism spectrum condition, with a specific focus on three NHS employees with Asperger syndrome, in relation to disability discrimination. The implications for nurses and nursing are discussed. Recommendations are made for awareness raising and training. 

        ###Answer
         Label: Changed
         Explanation: The target word ""Asperger"" has undergone a significant change in meaning between the two sentences. In Sentence A, the word is used to refer to a specific medical condition, Asperger syndrome, which was first described in 1944 and became more widely known in the 1980s. In Sentence B, the word is used to refer to people with autism spectrum conditions, specifically three NHS employees with Asperger syndrome, in the context of disability discrimination. The shift from a medical condition to a broader term encompassing a range of experiences and challenges faced by people with autism spectrum conditions represents a significant change in meaning. Therefore, the label ""Changed"" is appropriate."
69,Asperger,"Episodic memory is identified with autonoetic consciousness, which gives rise to remembering in the sense of self-recollection in the mental re-enactment of previous events at which one was present. Autonoetic consciousness is distinguished from noetic consciousness, which gives rise to awareness of the past that is limited to feelings of familiarity or knowing. Noetic consciousness is identified not with episodic but with semantic memory, which involves general knowledge. A recently developed approach to episodic memory makes use of 'first-person' reports of remembering and knowing. Studies using this approach have revealed many independent variables that selectively affect remembering and others that selectively affect knowing. These studies can also be interpreted in terms of distinctiveness and fluency of processing. Remembering and knowing do not correspond with degrees of confidence in memory. Nor does remembering always control the memory response. There is evidence that remembering is selectively impaired in various populations, including not only amnesic patients and older adults but also adults with Asperger's syndrome. This first-person approach to episodic memory represents one way in which that most elusive aspect of consciousness, its subjectivity, can be investigated scientifically. The two kinds of conscious experiences can be manipulated experimentally in ways that are systematic, replicable and intelligible theoretically.","The present population-based, case-control study examines associations between specific parental psychiatric disorders and autism spectrum disorders (ASD) including childhood autism, Asperger's syndrome and pervasive developmental disorder (PDD-NOS). The cohort includes 4713 children born between 1987 and 2005 with diagnoses of childhood autism, Asperger's syndrome or PDD-NOS. Cases were ascertained from the Finnish Hospital Discharge Register, and each was matched to four controls by gender, date of birth, place of birth, and residence in Finland. Controls were selected from the Finnish Medical Birth Register. Parents were identified through the Finnish Medical Birth Register and Finnish Central Population Register. Parental psychiatric diagnoses from inpatient care were collected from the Finnish Hospital Discharge Register. Conditional logistic regression models were used to assess whether parents' psychiatric disorders predicted ASD after controlling for parents' age, smoking during pregnancy and weight for gestational age. In summary, parental schizophrenia spectrum disorders and affective disorders were associated with the risk of ASD regardless of the subgroup. PDD-NOS was associated with all parental psychiatric disorders investigated. Further studies are needed to replicate these findings. These results may facilitate the investigation of shared genetic and familial factors between ASD and other psychiatric disorders.","###Task: Identify semantic drift in a target word by comparing its usage in two sentences from different time periods.

        ###Instructions:
        You will be given a target word and two sentences containing that word, each from a different timestamp (e.g., Sentence A from 2000 and Sentence B from 2020).
        Analyze the context and meaning of the target word in each sentence.
        Determine if the target word has undergone a significant change in meaning or connotation between the two timestamps.
        Provide a label indicating whether semantic drift has occurred: ""Changed"" if the meaning has significantly shifted, or ""Unchanged"" if the meaning remains similar.
        Briefly explain your reasoning for the label.

        ###Data to be labelled:
        Target word: Asperger
        Sentence A: Episodic memory is identified with autonoetic consciousness, which gives rise to remembering in the sense of self-recollection in the mental re-enactment of previous events at which one was present. Autonoetic consciousness is distinguished from noetic consciousness, which gives rise to awareness of the past that is limited to feelings of familiarity or knowing. Noetic consciousness is identified not with episodic but with semantic memory, which involves general knowledge. A recently developed approach to episodic memory makes use of 'first-person' reports of remembering and knowing. Studies using this approach have revealed many independent variables that selectively affect remembering and others that selectively affect knowing. These studies can also be interpreted in terms of distinctiveness and fluency of processing. Remembering and knowing do not correspond with degrees of confidence in memory. Nor does remembering always control the memory response. There is evidence that remembering is selectively impaired in various populations, including not only amnesic patients and older adults but also adults with Asperger's syndrome. This first-person approach to episodic memory represents one way in which that most elusive aspect of consciousness, its subjectivity, can be investigated scientifically. The two kinds of conscious experiences can be manipulated experimentally in ways that are systematic, replicable and intelligible theoretically.
        Sentence B: The present population-based, case-control study examines associations between specific parental psychiatric disorders and autism spectrum disorders (ASD) including childhood autism, Asperger's syndrome and pervasive developmental disorder (PDD-NOS). The cohort includes 4713 children born between 1987 and 2005 with diagnoses of childhood autism, Asperger's syndrome or PDD-NOS. Cases were ascertained from the Finnish Hospital Discharge Register, and each was matched to four controls by gender, date of birth, place of birth, and residence in Finland. Controls were selected from the Finnish Medical Birth Register. Parents were identified through the Finnish Medical Birth Register and Finnish Central Population Register. Parental psychiatric diagnoses from inpatient care were collected from the Finnish Hospital Discharge Register. Conditional logistic regression models were used to assess whether parents' psychiatric disorders predicted ASD after controlling for parents' age, smoking during pregnancy and weight for gestational age. In summary, parental schizophrenia spectrum disorders and affective disorders were associated with the risk of ASD regardless of the subgroup. PDD-NOS was associated with all parental psychiatric disorders investigated. Further studies are needed to replicate these findings. These results may facilitate the investigation of shared genetic and familial factors between ASD and other psychiatric disorders.

        ###Answer
         Label: Changed
         Reasoning: The meaning of the target word ""Asperger"" has shifted between the two sentences. In Sentence A, ""Asperger's syndrome"" refers to a neurological disorder characterized by difficulties with social interaction and communication. In Sentence B, ""Asperger's syndrome"" is mentioned as one of the autism spectrum disorders (ASD) that are associated with specific parental psychiatric disorders. The word's meaning has expanded to include this new association with parental psychiatric disorders, indicating semantic drift."
70,Asperger,"Since the introduction of a separate diagnosis for Asperger's syndrome in the ICD-10 and DSM-IV classification systems, a controversial debate has continued on whether Asperger's syndrome is a specific, clearly distinguishable disorder within the autistic spectrum or whether it represents a milder phenotypical variation of autism. The effect on the amount of autistic symptoms of the variables language delay and level of intelligence was analyzed within a sample of individuals exhibiting autism diagnosed by standardized methods. Both variables showed a significant effect on the degree of autistic symptoms in that impairments in social interaction were less noticeable. In addition, a subsample of individuals exhibited symptoms assumed to be characteristic for Asperger's syndrome. The findings support the assumption that autism and Asperger's syndrome represent ""extreme points"" on a scale of severity, which leads to the suggestion that the classification of different subtypes of autism could be abandoned in favor of a dimensional (multiaxial) approach.","Here we present the case of a 17-year-old male patient, affected by Asperger syndrome, who reached the emergency division of our hospital after anal insertion of some stylus batteries. Transanal extraction of 30 stylus batteries avoided surgical intervention. Lockdown and boredom due to the strict domestic quarantine policies adopted during COVID-19 pandemic might have unmasked in our patient a susceptibility to unhealthy behaviour.","###Task: Identify semantic drift in a target word by comparing its usage in two sentences from different time periods.

        ###Instructions:
        You will be given a target word and two sentences containing that word, each from a different timestamp (e.g., Sentence A from 2000 and Sentence B from 2020).
        Analyze the context and meaning of the target word in each sentence.
        Determine if the target word has undergone a significant change in meaning or connotation between the two timestamps.
        Provide a label indicating whether semantic drift has occurred: ""Changed"" if the meaning has significantly shifted, or ""Unchanged"" if the meaning remains similar.
        Briefly explain your reasoning for the label.

        ###Data to be labelled:
        Target word: Asperger
        Sentence A: Since the introduction of a separate diagnosis for Asperger's syndrome in the ICD-10 and DSM-IV classification systems, a controversial debate has continued on whether Asperger's syndrome is a specific, clearly distinguishable disorder within the autistic spectrum or whether it represents a milder phenotypical variation of autism. The effect on the amount of autistic symptoms of the variables language delay and level of intelligence was analyzed within a sample of individuals exhibiting autism diagnosed by standardized methods. Both variables showed a significant effect on the degree of autistic symptoms in that impairments in social interaction were less noticeable. In addition, a subsample of individuals exhibited symptoms assumed to be characteristic for Asperger's syndrome. The findings support the assumption that autism and Asperger's syndrome represent ""extreme points"" on a scale of severity, which leads to the suggestion that the classification of different subtypes of autism could be abandoned in favor of a dimensional (multiaxial) approach.
        Sentence B: Here we present the case of a 17-year-old male patient, affected by Asperger syndrome, who reached the emergency division of our hospital after anal insertion of some stylus batteries. Transanal extraction of 30 stylus batteries avoided surgical intervention. Lockdown and boredom due to the strict domestic quarantine policies adopted during COVID-19 pandemic might have unmasked in our patient a susceptibility to unhealthy behaviour.

        ###Answer
         Label: Changed
         Reasoning:
         The target word ""Asperger"" has undergone a significant change in meaning between the two sentences. In Sentence A, ""Asperger's syndrome"" refers to a specific diagnosis within the autistic spectrum, and the sentence discusses the controversy surrounding its classification. In Sentence B, ""Asperger syndrome"" is used to describe a patient's pre-existing condition, unrelated to the controversy surrounding its classification. Furthermore, the patient's condition is described as having been ""affected"" by Asperger syndrome, implying a change in the connotation of the term. The word has shifted from a clinical diagnosis to a colloquial term used to describe a person's condition, indicating semantic drift."
71,Asperger,"With publication of the fourth edition of the Diagnostic and statistical manual of mental disorders (DSM-IV), standardized criteria for Asperger Disorder, a putative subtype of Pervasive Developmental Disorder, are now available. This paper examines the four cases Asperger originally presented in his seminal paper (1991/1994), using DSM-IV criteria to determine whether a diagnosis of Autistic or Asperger Disorder is most appropriate. We found that all four cases met DSM-IV criteria for Autistic Disorder, rather than Asperger Disorder. This suggests that the syndrome Asperger originally described may not be captured by present diagnostic criteria. Implications for future research are discussed.","It is unclear whether the increase in autism over the past two decades is a real increase or due to changes in diagnosis and ascertainment of autism spectrum disorders (ASDs), which include autism, Asperger syndrome and pervasive developmental disorder not otherwise specified (PDD-NOS). The aim of this study was to examine the trends in ASD over time in Western Australia (WA) and the possible effects and contribution of changes in diagnostic criteria, age at diagnosis, eligibility for service provision based on ASD diagnoses and changes in diagnostic practices.","###Task: Identify semantic drift in a target word by comparing its usage in two sentences from different time periods.

        ###Instructions:
        You will be given a target word and two sentences containing that word, each from a different timestamp (e.g., Sentence A from 2000 and Sentence B from 2020).
        Analyze the context and meaning of the target word in each sentence.
        Determine if the target word has undergone a significant change in meaning or connotation between the two timestamps.
        Provide a label indicating whether semantic drift has occurred: ""Changed"" if the meaning has significantly shifted, or ""Unchanged"" if the meaning remains similar.
        Briefly explain your reasoning for the label.

        ###Data to be labelled:
        Target word: Asperger
        Sentence A: With publication of the fourth edition of the Diagnostic and statistical manual of mental disorders (DSM-IV), standardized criteria for Asperger Disorder, a putative subtype of Pervasive Developmental Disorder, are now available. This paper examines the four cases Asperger originally presented in his seminal paper (1991/1994), using DSM-IV criteria to determine whether a diagnosis of Autistic or Asperger Disorder is most appropriate. We found that all four cases met DSM-IV criteria for Autistic Disorder, rather than Asperger Disorder. This suggests that the syndrome Asperger originally described may not be captured by present diagnostic criteria. Implications for future research are discussed.
        Sentence B: It is unclear whether the increase in autism over the past two decades is a real increase or due to changes in diagnosis and ascertainment of autism spectrum disorders (ASDs), which include autism, Asperger syndrome and pervasive developmental disorder not otherwise specified (PDD-NOS). The aim of this study was to examine the trends in ASD over time in Western Australia (WA) and the possible effects and contribution of changes in diagnostic criteria, age at diagnosis, eligibility for service provision based on ASD diagnoses and changes in diagnostic practices.

        ###Answer
         Label: Changed

        Reasoning:
        The target word ""Asperger"" has undergone a significant change in meaning between the two sentences. In Sentence A, the word ""Asperger"" refers to a specific diagnostic category within the Diagnostic and Statistical Manual of Mental Disorders (DSM-IV), specifically a subtype of Pervasive Developmental Disorder. In Sentence B, the word ""Asperger"" is used as a synonym for ""autism spectrum disorder"" (ASD), which includes autism, Asperger syndrome, and pervasive developmental disorder not otherwise specified (PDD-NOS). This shift in meaning indicates a significant change in the usage and connotation of the term ""Asperger"" over time, and thus semantic drift has occurred."
72,Asperger,"Cytoarchitectonic changes in the anterior cingulate cortex, hippocampus, subiculum, entorhinal cortex, amygdala, mammillary bodies, and septum were reported in a postmortem study of autism. Previously, the authors found smaller cingulate volume and decreased metabolism of the cingulate in seven autistic patients. In this study, they measured the volume and glucose metabolism of the amygdala, hippocampus, and cingulate gyrus in an expanded group of 17 patients with autism spectrum disorders (autism [N=10] or Asperger's disorder [N=7]) and 17 age- and sex-matched healthy volunteers.","Deficits in social functioning are a core feature of autistic spectrum disorders (ASD), being linked to various cognitive and developmental factors, but there has been little attempt to draw on normative models of social cognition to understand social behaviour in ASD. The current study explored the utility of Crick and Dodge's (1994) information processing model to studying social cognition in ASD, and examined associations between social information processing patterns, theory of mind skills and social functioning. A matched-group design compared young people with Asperger syndrome with typically developing peers, using a social information processing interview previously designed for this purpose. The Asperger syndrome group showed significantly different patterns of information processing at the intent attribution, response generation and response evaluation stages of the information processing model. Theory of mind skills were found to be significantly associated with parental ratings of peer problems in the Asperger syndrome group but not with parental ratings of pro-social behaviour, with only limited evidence of an association between social information processing and measures of theory of mind and social functioning. Overall, the study supports the use of normative social information processing approaches to understanding social functioning in ASD.","###Task: Identify semantic drift in a target word by comparing its usage in two sentences from different time periods.

        ###Instructions:
        You will be given a target word and two sentences containing that word, each from a different timestamp (e.g., Sentence A from 2000 and Sentence B from 2020).
        Analyze the context and meaning of the target word in each sentence.
        Determine if the target word has undergone a significant change in meaning or connotation between the two timestamps.
        Provide a label indicating whether semantic drift has occurred: ""Changed"" if the meaning has significantly shifted, or ""Unchanged"" if the meaning remains similar.
        Briefly explain your reasoning for the label.

        ###Data to be labelled:
        Target word: Asperger
        Sentence A: Cytoarchitectonic changes in the anterior cingulate cortex, hippocampus, subiculum, entorhinal cortex, amygdala, mammillary bodies, and septum were reported in a postmortem study of autism. Previously, the authors found smaller cingulate volume and decreased metabolism of the cingulate in seven autistic patients. In this study, they measured the volume and glucose metabolism of the amygdala, hippocampus, and cingulate gyrus in an expanded group of 17 patients with autism spectrum disorders (autism [N=10] or Asperger's disorder [N=7]) and 17 age- and sex-matched healthy volunteers.
        Sentence B: Deficits in social functioning are a core feature of autistic spectrum disorders (ASD), being linked to various cognitive and developmental factors, but there has been little attempt to draw on normative models of social cognition to understand social behaviour in ASD. The current study explored the utility of Crick and Dodge's (1994) information processing model to studying social cognition in ASD, and examined associations between social information processing patterns, theory of mind skills and social functioning. A matched-group design compared young people with Asperger syndrome with typically developing peers, using a social information processing interview previously designed for this purpose. The Asperger syndrome group showed significantly different patterns of information processing at the intent attribution, response generation and response evaluation stages of the information processing model. Theory of mind skills were found to be significantly associated with parental ratings of peer problems in the Asperger syndrome group but not with parental ratings of pro-social behaviour, with only limited evidence of an association between social information processing and measures of theory of mind and social functioning. Overall, the study supports the use of normative social information processing approaches to understanding social functioning in ASD.

        ###Answer
         Label: Changed
         Reasoning: The target word ""Asperger"" has undergone a significant change in meaning between the two sentences. In Sentence A, ""Asperger"" refers to a specific disorder within the autism spectrum, whereas in Sentence B, it is used as a synonym for autistic spectrum disorder. This shift in meaning indicates semantic drift."
73,Asperger,"An 8 year-old boy with Asperger's syndrome had difficulties in communicating with his teachers and classmates. He occasionally stole out of the classroom. He could not sleep at night recalling his awful experience and kept crying every night and refused to go to school. The treatment with fluvoxamine was started at the dose of 25 mg daily. Four weeks after the treatment, his repetitive behavior and hyperactivity decreased and night crying diminished. Although he still has difficulties in communicating with others, he is now able to attend extra-curricular classes in a private school. Fluvoxamine, a selective serotonin re-uptake inhibitor that has been mainly used for patients with depression and obsessive-compulsive disorder, might be effective for compulsive symptoms and sleep disturbance of patients with pervasive developmental disorders.","Autism spectrum disorders (ASDs) are a group of complex neurodevelopmental disorders, including autistic disorder, Asperger's syndrome, pervasive developmental disorder and childhood disintegrative disorder. Mitochondria not only provide neurons with energy in the form of ATP to sustain neuron growth, proliferation and neurodevelopment, but also regulate neuron apoptosis, intracellular calcium ion (Ca","###Task: Identify semantic drift in a target word by comparing its usage in two sentences from different time periods.

        ###Instructions:
        You will be given a target word and two sentences containing that word, each from a different timestamp (e.g., Sentence A from 2000 and Sentence B from 2020).
        Analyze the context and meaning of the target word in each sentence.
        Determine if the target word has undergone a significant change in meaning or connotation between the two timestamps.
        Provide a label indicating whether semantic drift has occurred: ""Changed"" if the meaning has significantly shifted, or ""Unchanged"" if the meaning remains similar.
        Briefly explain your reasoning for the label.

        ###Data to be labelled:
        Target word: Asperger
        Sentence A: An 8 year-old boy with Asperger's syndrome had difficulties in communicating with his teachers and classmates. He occasionally stole out of the classroom. He could not sleep at night recalling his awful experience and kept crying every night and refused to go to school. The treatment with fluvoxamine was started at the dose of 25 mg daily. Four weeks after the treatment, his repetitive behavior and hyperactivity decreased and night crying diminished. Although he still has difficulties in communicating with others, he is now able to attend extra-curricular classes in a private school. Fluvoxamine, a selective serotonin re-uptake inhibitor that has been mainly used for patients with depression and obsessive-compulsive disorder, might be effective for compulsive symptoms and sleep disturbance of patients with pervasive developmental disorders.
        Sentence B: Autism spectrum disorders (ASDs) are a group of complex neurodevelopmental disorders, including autistic disorder, Asperger's syndrome, pervasive developmental disorder and childhood disintegrative disorder. Mitochondria not only provide neurons with energy in the form of ATP to sustain neuron growth, proliferation and neurodevelopment, but also regulate neuron apoptosis, intracellular calcium ion (Ca

        ###Answer
         Label: Changed

        Reasoning:
        The target word ""Asperger"" has undergone a significant change in meaning between the two sentences. In Sentence A, the word is used to refer to a specific medical condition, Asperger's syndrome, which is characterized by difficulties in communication and social interaction. In Sentence B, the word is used as a synonym for autism spectrum disorders, a broader term that encompasses several neurodevelopmental disorders, including Asperger's syndrome. This shift in meaning indicates semantic drift, as the word has evolved from a specific medical diagnosis to a more general term for a group of neurodevelopmental disorders."
