Index,targetWord,Sentence A,Sentence B
2,Dementia,"Recent studies have shown that the neurodegenerative process in disorders with Lewy body formation, such as Parkinson's disease and dementia with Lewy bodies, is associated with alpha-synuclein accumulation and that beta-synuclein might protect the central nervous system from the neurotoxic effects of alpha-synuclein. However, the mechanisms are unclear. The main objective of the present study was to investigate the potential involvement of the serine threonine kinase Akt (also known as protein kinase B) signaling pathway in the mechanisms of beta-synuclein neuroprotection. For this purpose, Akt activity and cell survival were analyzed in synuclein-transfected B103 neuroblastoma cells and primary cortical neurons. Beta-synuclein transfection resulted in increased Akt activity and conferred protection from the neurotoxic effects of rotenone. Down-regulation of Akt expression resulted in an increased susceptibility to rotenone toxicity, whereas transfection with a lentiviral vector encoding for beta-synuclein was protective. The effects of beta-synuclein on the Akt pathway appear to be by direct interaction between these molecules and were independent of upstream signaling molecules. Taken together, these results indicate that the mechanisms of beta-synuclein neuroprotection might involve direct interactions between beta-synuclein and Akt and suggest that this signaling pathway could be a potential therapeutic target for neurological conditions associated with parkinsonism and alpha-synuclein aggregation.","Obesity is a major health problem, increasing the risk of various major chronic diseases, such as diabetes, cancer, and stroke. While the role of obesity identified by cross-sectional BMI recordings has been heavily studied, the role of BMI trajectories is much less explored. In this study, we use a machine learning approach to subtype individuals' risk of developing 18 major chronic diseases by using their BMI trajectories extracted from a large and geographically diverse EHR dataset capturing the health status of around two million individuals for a period of six years. We define nine new interpretable and evidence-based variables based on the BMI trajectories to cluster the patients into subgroups using the k-means clustering method. We thoroughly review each cluster's characteristics in terms of demographic, socioeconomic, and physiological measurement variables to specify the distinct properties of the patients in the clusters. In our experiments, the direct relationship of obesity with diabetes, hypertension, Alzheimer's, and dementia has been re-established and distinct clusters with specific characteristics for several of the chronic diseases have been found to be conforming or complementary to the existing body of knowledge."
3,Dementia,"Creutzfeldt-Jacob disease manifests clinically as a form of presenile dementia. It is now known to be caused by a transmissible agent, probably a ""slow virus"". Rapidly progressive atrophic changes on serial computed tomograms of the brain are highly suggestive of the disease. Neuroradiographic and pathological findings in two cases of Creutzfeldt-Jacob disease are documented.","The number of older adults with dementia will increase around the world in the decades ahead as populations age. Current estimates suggest that about 4.2 million adults in the US have dementia and that the attributable economic cost of their care is about $200 billion per year. The worldwide dementia prevalence is estimated at 44.3 million people and the total cost at $604 billion per year. It is expected that the worldwide prevalence will triple to 135.5 million by 2050. However, a number of recent population-based studies from countries around the world suggest that the age-specific risk of dementia may be declining, which could help moderate the expected increase in dementia cases that will accompany the growing number of older adults."
4,Dementia,"Increased sexual activity in patients with dementia is problematic for caregivers and has no proven treatment. This report describes two male patients who had dementia with pronounced sexual acting out. One patient had vascular dementia and the other patient had Parkinson's disease with associated dementia. After nonresponse to neuroleptics and sedatives, low-dose cyproterone acetate successfully reduced sexual acting out without relevant side effects in both patients.","Primary progressive aphasia (PPA) is a dementia syndrome associated with several neuropathologic entities, including Alzheimer's disease (AD) and all major forms of frontotemporal lobar degeneration (FTLD). It is classified into subtypes defined by the nature of the language domain that is most impaired. The asymmetric neurodegeneration of the hemisphere dominant for language (usually left) is one consistent feature of all PPA variants. This feature offers unique opportunities for exploring mechanisms of selective vulnerability in neurodegenerative diseases and the neuroanatomy of language. This chapter reviews some of the current trends in PPA research as well as the challenges that remain to be addressed on the nosology, clinicopathologic correlations, and therapy of this syndrome."
5,Dementia,"We report transient dementia in a 71-year-old woman, that was caused by hyperthyroidism of painless thyroiditis. Her friends, who found her very forgetful and performing abnormal behavior, brought her to our hospital. She looked alert and cooperative. There was neither goiter nor pain of the thyroid. Neurological examination revealed impairment of recent memory with a low score of memory test (MMSE: 20/30) indicating mild dementia. EEG showed slow alpha waves (8 Hz) with random theta and delta waves in the frontotemporal regions bilaterally. MRI showed mild diffuse atrophy of the brain, and SPECT revealed diffuse decrease in the cerebral blood flow most predominantly in the frontotemporal regions bilaterally. Abnormal findings included low levels of thyroid stimulating hormone (TSH), high levels of free triiodothyronine and free thyroxine. Antithyrogloblin antibody was positive and TSH receptor antibody was negative, while CRP was normal. Radioactive Tc uptake of the thyroid gland was low. A diagnosis of painless thyroiditis was made. Thyroid function turned to euthyroid state spontaneously in four weeks without antithyroid therapy, and subsequently memory disturbance and abnormal behavior disappeared. SPECT after clinical recovery showed improvement in the cerebral blood flow of the frontotemporal lobes. To our knowledge, dementia-like symptoms secondary to hyperthyroidism of painless thyroiditis have not been reported previously, and should be kept in mind as one of the causes of treatable dementia.","Alzheimer's disease (AD) is the most common type of dementia occurring in human population. The disorder is characterized clinically by memory loss and histopathologically by the presence of neurofibrillary tangles and senile plaques in patient's brain. Accuracy of the clinal diagnosis of AD is quite variable (-60 to 95 %), leaving a significant number of AD patients undiagnosed or falsely positively diagnosed. Therefore there is a requirement for biological markers, which would unambiguously discriminate living AD patients from other non-AD individuals. Until now a few diagnostic biomarkers for AD have been identified, which can be divided in two groups: protein markers and genetic markers. The most significant protein biomarkers are levels of tau proteins, ubiquitin and amyloid beta-peptides in cerebrospinal fluid (CSF). Among genetic AD markers, the most relevant are allelic variants of gene for apolipoprotein E and point mutations in genes coding for amyloid precursor protein and presenilin 1 and 2. Nevertheless, neither of recent biomarkers allow the ultimate AD diagnosis, because the disease is multifactorial and heterogenous. Identification of various subgroups of AD will help improvement in diagnoses and development of potent therapeutic drugs (Tab. 2, Fig. 2, Ref. 53)."
6,Dementia,"We describe a 57-year-old man (MW) with frontal variant frontotemporal dementia (fv-FTD) who presented with a long history of drinking problem and marital disharmony followed by gradual changes in personality with disinhibition, stereotypic checking, overeating and a decline in self-care. Structural MRI imaging confirmed marked frontal atrophy involving particularly the ventromedial region. Performance on standard tests of frontal executive function was largely unremarkable and MW obtained a perfect score on the Mini-Mental State Examination (MMSE). In contrast, an experimental battery of tasks designed to evaluate theory of mind (ToM) revealed marked deficits. MW's challenging and disruptive behaviours, notably obsessive checking of car suspension by rocking, and wandering, responded to behavioural modification regimes adapted from the neurorehabilitation literature. In conclusion, deficits in ToM may underline the gross abnormalities in social conduct, which characterise fv-FTD; ToM appears to dissociate from frontal executive function; and behavioural modification approaches can be of benefit in this disorder.","Dementia is characterized by significant declines in cognitive, physical, social, and behavioral functioning, and includes multiple subtypes that differ in etiology. There is limited evidence of the influence of psychiatric and substance use history on the risk of dementia subtypes among older underrepresented racial/ethnic minorities in the United States. Our study explored the role of psychiatric and substance use history on the risk of etiology-specific dementias: Alzheimer's disease (AD) and vascular dementia (VaD), in the context of a racially and ethnically diverse sample based on national data."
7,Dementia,"Amyotrophic lateral sclerosis (ALS) on Guam previously attained incidence rates 50 to 100 times that of the continental United States and Europe and accounted for one in five deaths among Chamorros over age 25. A second neurological disorder in high incidence, parkinsonism-dementia (PD), and the early appearance in those populations of neurofibrillary tangles such as are seen in Alzheimer's disease and normal ageing have also been noted. Incidence and mortality rates of both diseases have declined dramatically during the past 30 years, and today, the risk of developing either disease among Guamanian Chamorros is only several times higher than in non-Guamanian populations. The decline is most likely a consequence of increased acculturation over the past three decades, with a concomitant decrease in isolation, changes in dietary habits and local water supplies, and much less dependence on locally grown foodstuffs. Similar declines are evident in the remaining two Pacific foci of high- incidence ALS, namely the Kii Peninsula focus in Japan and southern West New Guinea where western contact and introduction of new foodstuffs have occurred.The accumulating epidemiological, genetic and environmental evidence, as well as the development of new and promising experimental animal models, support the hypothesis that a basic metabolic defect, provoked by chronic nutritional deficiencies of calcium, lead to increased intestinal absorption of toxic metals and the co-deposition of calcium, aluminium and silicon in neurons of patients with ALS and PD. This elemental deposition is thought to result in aberrant microtubule assembly and/or abnormal post-translational modification of the amyloid precursor protein leading to widespread formation of neurofibrillary tangles, the hallmark pathological features in these disorders. The naturalistic paradigms of these foci in the Western Pacific have provided insights to understanding not only ALS and PD but other neurological disorders, such as classical ALS, Parkinson's disease, Alzheimer's disease and early neuronal ageing. ","Clinical evidence shows that ischemic and hemorrhagic microvascular lesions in the brain play an important role in elderly dementia [1-4], but few effective treatment or preventative strategies exist. This deficit is due, in part, to a lack of good animal models of these microvascular lesions that would allow the progression of disease to be studied and would provide a platform for the evaluation of therapeutics. Here, we discuss recent advances in optical techniques that allow both the targeted production of single-vessel occlusions and hemorrhages in the cortex of anesthetized rodents, as well as the quantitative analysis of the impact of these lesions on blood flow in the adjacent vascular network and on the health and function of nearby brain cells. These new optical tools offer a comprehensive animal model of small-scale stroke that will enable the progression of neural damage after a microvascular insult as well as the interaction of small strokes with other neurodegenerative conditions, such as Alzheimer's disease, to be studied."
8,Dementia,"A random controlled trial of the relaxing effects of an aromatherapy massage on disordered behaviour in dementia was conducted. Twenty-one patients were randomly allocated into one of three conditions, aromatherapy and massage (AM), conversation and aromatherapy (CA) and massage only (M). AM showed the greatest reduction in the frequency of excessive motor behaviour of all three conditions. This reached statistical significance between the hours of three and four pm (p < 0.05). Post hoc analysis suggested that at this time of day the AM consistently reduced motor behaviour when compared with CA (p = 0.05). This provides preliminary evidence of a measurable sedative effect of aromatherapy massage on dementia within a robust scientific paradigm. Further research is recommended with an expanded sample size.","Neuroinflammation is emerging as an important pathological process in frontotemporal dementia (FTD), but biomarkers are lacking. We aimed to determine the value of complement proteins, which are key components of innate immunity, as biomarkers in cerebrospinal fluid (CSF) and plasma of presymptomatic and symptomatic genetic FTD mutation carriers."
9,Dementia,"Frontotemporal dementia (FTD) is the third-leading cause of cortical dementia after Alzheimer's disease and Lewy body dementia, and is characterized by a dementia where behavioral disturbances are prominent and appear early in the course of the disease. We report the case of a 58 year-old man affected by dementia with behavioral disturbances, in addition to rigid-hypokinetic and a lower motor neuron syndrome that were present at later stages of the illness. Neuroimaging studies showed frontotemporal atrophy. Neuropathological studies revealed intense thalamic neuronal loss and astrocytic gliosis, as well as moderate frontotemporal neuronal loss, astrocytosis and spongiform degeneration. Thalamic degeneration has previously been described among the wide group of neuropathological features of FTD. The aim of the present study is to show the clinical and neuropathological aspects of thalamic degeneration in FTD, along with its role in behavioral disturbances, a common finding in this condition.","The debate on legalization of physician-assisted death (PAD) has focused on its purely individual aspects, leaving aside equally relevant social dimensions such as a progressive expansion of PAD's causes, strains and changes in the doctor-patient relationship, and unreported PADs. The aim of this work was to explore these aspects through an analysis of the experience of Belgium and the Netherlands, countries where PAD is legal since 2002. The results, obtained through a systematic review of the literature, indicate that in both countries, the acceptance of the concept of ""psychological suffering"" allowed PAD to be performed in psychiatric patients, in persons with dementia and in older people with geriatric conditions. The acceptance to perform a PAD has a significant emotional burden for the physician who must assume the role of executor of the patient's will, which is aggravated by pressures from patients and their relatives. Moreover, more than 30% of PADs are not reported. All this information was obtained from physicians not willing to incriminate themselves, after the commission of the PADs, therefore hampering the monitoring of law abiding. These results reveal the existence of a social impact of PAD decriminalization that deserves greater consideration and further studies."
0,Schizophrenia,"Velocardiofacial syndrome (VCFS) is a congenital disorder characterised by multiple dysmorphisms, cleft palate, cardiac anomalies, and learning disabilities due to a microdeletion of chromosome 22q11.2. Although VCFS is often associated with psychiatric symptoms, its prevalence among psychiatric patients is unknown. A total of 326 patients admitted in September and October 1997 to a Japanese psychiatric hospital were screened for the clinical features of VCFS. Twelve patients with minor facial dysmorphia were identified; chromosomal analysis with fluorescent in situ hybridisation (FISH) was performed in six patients who, further assessment suggested, were most likely to have VCFS. Chromosome 22q11.2 deletion was identified in a 41 year old woman who had symptoms of schizophrenia but no major dysmorphia, such as cardiovascular anomalies and cleft palate. Her behavioural and neuropsychological profiles were similar to those previously reported in VCFS. She was hemizygous for the FISH probe N25 (GDB locus D22S75) and also for probes N72H9 (D22S181), sc11.1a, C443 (D22S941), sc4.1 (D22S134), sc11.1b, N19B3 (D22S264), N122B5 (D22S934), and N77F7 (D22S939). The size of the deletion was about 3 Mb. Our patient had only some features of VCFS including a square nasal root, hypernasal speech, and hypoparathyroidism. She did, however, have the common larger deletion of type A. This finding suggests that psychiatric symptoms in VCFS can occur without major developmental symptoms such as cardiovascular anomalies and cleft palate. Additional patients with schizophrenia may have subtle features of VCFS which are unrecognised on routine medical examinations.","Identification of imaging biomarkers for schizophrenia is an important but still challenging problem. Even though considerable efforts have been made over the past decades, quantitative alterations between patients and healthy subjects have not yet provided a diagnostic measure with sufficient high sensitivity and specificity. One of the most important reasons is the lack of consistent findings, which is in part due to single-mode study, which only detects single dimensional information by each modality, and thus misses the most crucial differences between groups. Here, we hypothesize that multimodal integration of functional MRI (fMRI), structural MRI (sMRI), and diffusion tensor imaging (DTI) might yield more power for the diagnosis of schizophrenia. A novel multivariate data fusion method for combining these modalities is introduced without reducing the dimension or using the priors from 161 schizophrenia patients and 168 matched healthy controls. The multi-index feature for each ROI is constructed and summarized with Wilk's lambda by performing multivariate analysis of variance to calculate the significant difference between different groups. Our results show that, among these modalities, fMRI has the most significant featureby calculating the Jaccard similarity coefficient (0.7416) and Kappa index (0.4833). Furthermore, fusion of these modalities provides the most plentiful information and the highest predictive accuracy of 86.52%. This work indicates that multimodal integration can improve the ability of distinguishing differences between groups and might be assisting in further diagnosis of schizophrenia."
1,Schizophrenia,"HLA antigens were typed among 136 Japanese schizophrenics. Increased frequencies were seen in A9 (Aw24), A10 (A26) and Bw54, and decreased frequency in B40 antigens when compared to 187 Japanese controls. It is suggested that there may be an association between A9 (Aw24) and schizophrenia with a chronic-progressive course and also an association between A10 (A26) and hebephrenia.","Prepulse inhibition (PPI) is an example of sensorimotor gating and deficits in PPI have been demonstrated in schizophrenia patients. Phencyclidine (PCP) suppression of PPI in animals has been studied to elucidate the pathological elements of schizophrenia. However, the molecular mechanisms underlying PCP treatment or PPI in the brain are still poorly understood. In this study, quantitative phosphoproteomic analysis was performed on the prefrontal cortex from rats that were subjected to PPI after being systemically injected with PCP or saline. PCP downregulated phosphorylation events were significantly enriched in proteins associated with long-term potentiation (LTP). Importantly, this data set identifies functionally novel phosphorylation sites on known LTP-associated signaling molecules. In addition, mutagenesis of a significantly altered phosphorylation site on xCT (SLC7A11), the light chain of system xc-, the cystine/glutamate antiporter, suggests that PCP also regulates the activity of this protein. Finally, new insights were also derived on PPI signaling independent of PCP treatment. This is the first quantitative phosphorylation proteomic analysis providing new molecular insights into sensorimotor gating. "
2,Schizophrenia,"Nonorganic insomnia is a frequent sleep disorder that has a high comorbidity with other psychiatric illnesses. In our sleep outpatient clinic, 41% of the patients showed neurotic, stress-related and somatoform disorders, 31% affective disorders and 1.6% schizophrenia. Sleep laboratory investigations in patients for diagnostic purposes and in normal subjects for the evaluation of drug effects suggest that changes in the sleep architecture of patients with nonorganic insomnia due to psychiatric disorders, compared with normal controls, are opposite to alterations induced by psychotropic drugs intended for their treatment, compared with placebo (key-lock principle). Evidence for this principle was found regarding nonorganic insomnia related to generalized anxiety disorder or panic disorders and benzodiazepines, depressive episodes, recurrent depression or dysthymia and sedative antidepressants and finally schizophrenia and sedative neuroleptics. Polysomnography (PSG) findings of other mental disorders are rather scarce and often depend upon the subtype and stage of the disease. In conclusion, sleep laboratory studies may be helpful for choosing the right drug for an individual insomniac patient.","The ubiquitin proteasome system (UPS) is a major regulator of protein processing, trafficking, and degradation. While protein ubiquitination is utilized for many cellular processes, one major function of this system is to target proteins to the proteasome for degradation. In schizophrenia, studies have found UPS transcript abnormalities in both blood and brain, and we have previously reported decreased protein expression of ubiquitin-associated proteins in brain. To test whether the proteasome is similarly dysregulated, we measured the protein expression of proteasome catalytic subunits as well as essential subunits from proteasome regulatory complexes in 14 pair-matched schizophrenia and comparison subjects in superior temporal cortex. We found decreased expression of Rpt1, Rpt3, and Rpt6, subunits of the 19S regulatory particle essential for ubiquitin-dependent degradation by the proteasome. Additionally, the α subunit of the 11S αβ regulatory particle, which enhances proteasomal degradation of small peptides and unfolded proteins, was also decreased. Haloperidol-treated rats did not have altered expression of these subunits, suggesting the changes we observed in schizophrenia are likely not due to chronic antipsychotic treatment. Interestingly, expression of the catalytic subunits of both the standard and immunoproteasome were unchanged, suggesting the abnormalities we observed may be specific to the complexed state of the proteasome. Aging has significant effects on the proteasome, and several subunits (20S β2, Rpn10, Rpn13, 11Sβ, and 11Sγ) were significantly correlated with subject age. These data provide further evidence of dysfunction of the ubiquitin-proteasome system in schizophrenia, and suggest that altered proteasome activity may be associated with the pathophysiology of this illness. "
3,Schizophrenia,"Case records of ninety consecutive first lifetime admissions with a hospital diagnosis of schizophrenia were examined for Schneiderian first rank symptoms, the Feighner diagnostic criteria, and the New Haven Schizophrenia Index. Diagnostic exclusion criteria were developed and applied. It is concluded that the hospital diagnosis of schizophrenia is likely to be too broad. Each diagnostic system can increase accuracy of diagnosis, but their exclusion criteria are too vague and the system would be improved by using those given here. Each diagnostic system selects similar groups of patients, and can be applied retrospectively to adequate case records.","People with schizophrenia spectrum disorders (SSD) show anomalies in language processing with respect to ""who is doing what"" in an action. This linguistic behavior is suggestive of an atypical representation of the formal concepts of ""Agent"" in the lexical representation of a verb, i.e., its thematic grid. To test this hypothesis, we administered a silent-reading task with sentences including a semantic violation of the animacy trait of the grammatical subject to 30 people with SSD and 30 healthy control participants (HCs). When the anomalous grammatical subject was the Agent of the event, a significant increase of Gaze Duration was observed in HCs, but not in SSDs. Conversely, when the anomalous subject was a Theme, SSDs displayed an increased probability of go-back movements, unlike HCs. These results are suggestive of a higher tolerability for anomalous Agents in SSD compared to the normal population. The fact that SSD participants did not show a similar tolerability for anomalous Themes rules out the issue of an attention deficit. We suggest that general communication abilities in SSD might benefit from explicit training on deep linguistic structures."
4,Schizophrenia,"An impairment of the blood-cerebrospinal fluid barrier (BCB) has repeatedly been described in schizophrenic patients. A BCB impairment can be due to vascular leakage during an inflammatory process, or to neuroleptic treatment. The soluble intercellular adhesion molecule-1 (sICAM-1) has been demonstrated to be a reliable marker for an inflammatory process causing an BCB impairment. To clarify the basis of a BCB impairment in schizophrenic patients, we measured the sICAM-1 levels in CSF of 40 schizophrenic patients. High concentrations of sICAM-1 were found to be related to high concentrations of albumin, IgG and total protein in CSF. A BCB impairment was associated with high levels of sICAM-1. Our data indicate an inflammatory mechanism of BCB impairment in schizophrenics and should enrich the discussion on an expanded immunological diagnosis in schizophrenia.","Aberrant glutamatergic, dopaminergic, and GABAergic neurotransmission has been implicated in schizophrenia. Cariprazine reverses the behavioral effects observed in the rat phencyclidine (PCP)-induced model of schizophrenia; however, little is known about its in vivo neurochemistry."
5,Schizophrenia,"The association between psychotic symptoms and violence is unclear, due in part to methodological features of investigations that have examined this question, and in part to the fact that the association likely differs by disorder and treatment conditions. Using data from The Comparative Study of the Prevention of Crime and Violence by Mentally Ill Persons, we examined 128 men with schizophrenia or schizoaffective disorder discharged from general and forensic psychiatric hospitals in Canada, Finland, Germany, and Sweden. The association between symptoms and aggressive behavior was studied during two 6 month periods when the patients lived in the community. Severe positive and negative symptoms of psychosis, depression, and anxiety were measured at the beginning of each of the 6 month periods. In addition, at the beginning of the second 6 month period changes in symptoms in the previous period were indexed. Aggressive behavior was measured in each 6 month period by reports from patients and from collaterals. During the first 6 months post-discharge, after controlling for the presence of antisocial personality disorder or PCL score and past diagnoses of alcohol/drug abuse/dependence, the presence of a severe positive symptom significantly increased the risk of aggressive behavior. During the second 6 month period, after controlling for antisocial personality disorder or PCL score and self-reported alcohol/drug use, the presence of a severe positive symptom, a TCO symptom, and an increase in TCO symptoms significantly increased the risk of aggressive behavior. Neither depot medications nor obligatory community treatment reduced the risk of aggressive behavior after controlling for the presence of a severe positive symptom and/or TCO symptoms. These findings suggest that, among men with schizophrenia being treated in the community, the presence of severe psychotic symptoms and the development of TCO symptoms are antecedents of aggressive behavior.","Mitochondria have been linked to the etiology of schizophrenia (SZ). However, studies of mitochondria in SZ might be confounded by the effects of pharmacological treatment with antipsychotic drugs (APDs) and other common medications. This review summarizes findings on relevant mitochondria mechanisms underlying SZ, and the potential impact of psychoactive drugs including primarily APDs, but also antidepressants and anxiolytics. The summarized data suggest that APDs impair mitochondria function by decreasing Complex I activity and ATP production and dissipation of the mitochondria membrane potential. At the same time, in the brains of patients with SZ, antipsychotic drug treatment normalizes gene expression modules enriched in mitochondrial genes that are decreased in SZ. This indicates that APDs may have both positive and negative effects on mitochondria. The available evidence suggests three conclusions i) alterations in mitochondria functions in SZ exist prior to APD treatment, ii) mitochondria alterations in SZ can be reversed by APD treatment, and iii) APDs directly cause impairment of mitochondria function. Overall, the mechanisms of action of psychiatric drugs on mitochondria are both direct and indirect; we conclude the effects of APDs on mitochondria may contribute to both their therapeutic and metabolic side effects. These studies support the hypothesis that neuronal mitochondria are an etiological factor in SZ. Moreover, APDs and other drugs must be considered in the evaluation of this pathophysiological role of mitochondria in SZ. Considering these effects, pharmacological actions on mitochondria may be a worthwhile target for further APD development."
6,Schizophrenia,The purpose of this study was to investigate sex differences in relationships between brain and behavior in schizophrenia.,There are pieces of evidence indicating that visual deficits in patients with schizophrenia can be attributed to a deficiency in the magnocellular portion of the early visual system. The main objective of this study was to investigate the neurological dysfunction of the magnocellular pathway in patients with schizophrenia using the frequency doubling technology perimetry (FDT). The FDT has been developed based on particular neural magnocellular characteristics and can examine the magnocellular dysfunction hypothesis in schizophrenia. Twenty patients with schizophrenia (12 males and 8 females) and 20 normal subjects (10 males and 10 females) participated in this study. The spatial frequency doubling task was presented via the Humphrey perimetry instrument in order to examine the magnocellular pathway of the participants. Patients with schizophrenia showed less visual field sensitivity than normal controls and their standardized age cohort in both eyes (p<0.001). The results indicated impaired visual field sensitivity deficits in patients with schizophrenia that can be attributed to a deficit in the magnocellular neural pathways. This Magnocellular pathway defect may provide a physiological base to explain some of the deficits caused by schizophrenia such as cognitive deficits. 
7,Schizophrenia,"This article examines the relationship between psychopathological subsyndromes in schizophrenia and cerebral alterations. A factor analysis of the psychopathological characteristics of 50 DSM-III schizophrenic patients revealed four subsyndromes. On the basis of these subsyndromes, four corresponding clusters of patients--remitted, chronic delusional, chronic asthenic, and chronic disorganized--were identified. These clusters were then compared with respect to negative symptoms, treatment response, neurological soft signs (NSS), and computed tomographic findings, such as the ventricle-brain ratio (VBR), using a discriminant analysis. The first discriminant function consisted of negative symptoms and significantly differentiated the remitted cluster from the three chronic clusters. Within the chronic clusters, the disorganized cluster was clearly identified by the second discriminant function (VBR and NSS). The third function (width of the interhemispheric fissure) provided only a tentative differentiation between the chronic delusional cluster and the chronic asthenic cluster. Although the subsyndromes of chronic schizophrenia share negative symptoms as a common feature, they appear to differ somewhat with regard to their morphological sites. These findings indicate that negative symptoms may arise from different psychopathological states and corroborate the existence of three subsyndromes in chronic schizophrenia.","The use of deep neural networks for electroencephalogram (EEG) classification has rapidly progressed and gained popularity in recent years, but automatic feature extraction from EEG signals remains a challenging task. The classification of neuropsychiatric disorders demands the extraction of neuro-markers for use in automated EEG classification. Numerous advanced deep learning algorithms can be used for this purpose. In this article, we present a comprehensive review of the main factors and parameters that affect the performance of deep neural networks in classifying different neuropsychiatric disorders using EEG signals. We also analyze the EEG features used for improving classification performance. Our analysis includes 82 scientific journal papers that applied deep neural networks for subject-wise classification based on EEG signals. We extracted information on the EEG dataset and types of disorders, deep neural network structures, performance, and hyperparameters. The results show that most studies have focused on clinical classification, achieving an average accuracy of 91.83 ± 7.34, with convolutional neural networks (CNNs) being the most frequently used network architecture and resting-state EEG signals being the most commonly used data type. Additionally, the review reveals that depression (N = 18), Alzheimer's (N = 11), and schizophrenia (N = 11) were studied more frequently than other types of neuropsychiatric disorders. Our review provides insight into the performance of deep neural networks in EEG classification and highlights the importance of EEG feature extraction in improving classification accuracy. By identifying the main factors and parameters that affect deep neural network performance in EEG classification, our review can guide future research in this area. We hope that our findings will encourage further exploration of deep learning methods for EEG classification and contribute to the development of more accurate and effective methods for diagnosing and monitoring neuropsychiatric disorders using EEG signals."
8,Schizophrenia,"A considerable body of evidence suggests that the dorsolateral prefrontal cortex is dysfunctional in schizophrenia. However, relatively few studies have explored the involvement of other areas of the frontal cortex. Research suggests that the orbitofrontal cortex (OFC) plays an important role in decision making processes. We assessed the decision making cognition of first-episode and chronic schizophrenic patients with a novel task sensitive to orbitofrontal dysfunction. Both first-episode and chronic patients with schizophrenia took longer than matched controls to make decisions, and both groups were also impaired on a measure of risk adjustment. The impairment in these measures was more severe in the chronic patients than in the first-episode patients, and only the chronic patients made significantly fewer optimal decisions than controls. These results contribute to increasing evidence of orbitofrontal dysfunction in schizophrenia, and suggest that disease progression or the effects of long term antipsychotic medication may influence performance on this task.","Glycogen synthase kinase 3 (GSK3) is at the center of cellular signaling and controls various aspects of brain functions, including development of the nervous system, neuronal plasticity and onset of neurodegenerative disorders. Areas covered: In this review, recent efforts in elucidating the roles of GSK3 in neuronal plasticity and development of brain pathologies; Alzheimer's and Parkinson's disease, schizophrenia, and age-related neurodegeneration are described. The effect of microglia and astrocytes on development of the pathological states is also discussed. Expert opinion: GSK3β and its signaling pathway partners hold great promise as therapeutic target(s) for a multitude of neurological disorders. Activity of the kinase is often elevated in brain disorders. However, due to the wide range of GSK3 cellular targets, global inhibition of the kinase leads to severe side-effects and GSK3 inhibitors rarely reach Phase-2 clinical trials. Thus, a selective modulation of a specific cellular pool of GSK3 or specific down- or upstream partners of the kinase might provide more efficient anti-neurodegenerative therapies."
9,Schizophrenia,"The N-methyl D-aspartate receptor complex is involved in the mechanism of long-term potentiation, which is thought to be the biological basis of learning and memory. This complex can be manipulated in a number of ways, one of which is through the strychnine-insensitive glycine receptor coagonist site. The effects of Bioglycin(Konapharma, Pratteln, Switzerland), a biologically active form of the amino acid glycine, were therefore studied in healthy students (mean age, 20.7 years) and middle-aged men (mean age, 58.9 years) with tests that measured attention, memory and mood, using a double-blind, randomized, crossover design. Compared with the young group, the middle-aged group had significantly poorer verbal episodic memory, focused, divided, and sustained attention; they also differed in their subjective responses at the end of testing. Bioglycin significantly improved retrieval from episodic memory in both the young and the middle-aged groups, but it did not affect focused or divided attention. However, the middle-aged men significantly benefited from Bioglycin in the sustained-attention task. The effects of Bioglycin differed from those of other cognitive enhancers in that it was without stimulant properties or significant effects on mood, and it primarily improved memory rather than attention. It is likely to be of benefit in young or older people in situations where high retrieval of information is needed or when performance is impaired by jet lag, shift work, or disrupted sleep. It may also benefit the impaired retrieval shown in patients with schizophrenia, Parkinson's disease, and Huntington's disease.","Numerous studies have demonstrated that fluvoxamine has considerable pharmacokinetic and pharmacodynamic interactions with clozapine. We conducted a 12-week, randomized, double-blind, placebo-controlled study to evaluate the effects of fluvoxamine on metabolic parameters and psychopathology in clozapine-treated patients with schizophrenia."
